method,method_index,name,period,distance
Transit,8,Kepler-604 b,26,981
Transit,8,Kepler-605 b,3,570
Transit,8,Kepler-605 c,2,570
Transit,8,Kepler-606 b,24,1,208
Transit,8,Kepler-607 b,1,500
Transit,8,Kepler-608 b,6,926
Transit,8,Kepler-609 b,7,1,143
Transit,8,Kepler-610 b,7,1,113
Transit,8,Kepler-610 c,152,1,113
Transit,8,Kepler-611 b,2,906
Transit,8,Kepler-612 b,4,932
Transit,8,Kepler-613 b,16,864
Transit,8,Kepler-614 b,14,571
Transit,8,Kepler-615 b,10,330
Transit,8,Kepler-616 b,10,1,019
Transit,8,Kepler-616 c,90,1,019
Transit,8,Kepler-617 b,2,150
Transit,8,Kepler-618 b,4,1,115
Transit,8,Kepler-619 b,5,1,111
Transit,8,Kepler-619 c,1,1,111
Transit,8,Kepler-620 b,13,1,241
Transit,8,Kepler-621 b,3,389
Transit,8,Kepler-622 b,14,259
Transit,8,Kepler-623 b,9,811
Transit,8,Kepler-624 b,15,731
Transit,8,Kepler-625 b,8,502
Transit,8,Kepler-625 c,4,502
Transit,8,Kepler-626 b,14,690
Transit,8,Kepler-627 b,41,1,143
Transit,8,Kepler-628 b,15,579
Transit,8,Kepler-629 b,7,383
Transit,8,Kepler-630 b,161,657
Transit,8,Kepler-631 b,18,843
Transit,8,Kepler-632 b,31,349
Transit,8,Kepler-633 b,9,634
Transit,8,Kepler-634 b,5,757
Transit,8,Kepler-635 b,23,826
Transit,8,Kepler-636 b,16,341
Transit,8,Kepler-637 b,23,1,575
Transit,8,Kepler-638 b,6,426
Transit,8,Kepler-639 b,10,680
Transit,8,Kepler-640 b,22,538
Transit,8,Kepler-641 b,9,673
Transit,8,Kepler-642 b,4,1,022
Transit,8,Kepler-643 b,16,1,029
Transit,8,Kepler-644 b,3,1,413
Transit,8,Kepler-645 b,3,901
Transit,8,Kepler-646 b,16,513
Transit,8,Kepler-647 b,16,789
Transit,8,Kepler-648 b,17,665
Transit,8,Kepler-649 b,30,525
Transit,8,Kepler-650 b,3,805
Transit,8,Kepler-651 b,21,537
Transit,8,Kepler-652 b,4,423
Transit,8,Kepler-653 b,15,593
Transit,8,Kepler-653 c,1,593
Transit,8,Kepler-654 b,14,661
Transit,8,Kepler-655 b,46,783
Transit,8,Kepler-656 b,1,867
Transit,8,Kepler-657 b,25,1,244
Transit,8,Kepler-658 b,1,341
Transit,8,Kepler-659 b,18,688
Transit,8,Kepler-660 b,9,564
Transit,8,Kepler-661 b,6,558
Transit,8,Kepler-662 b,22,641
Transit,8,Kepler-663 b,5,1,030
Transit,8,Kepler-664 b,3,1,386
Transit,8,Kepler-665 b,16,651
Transit,8,Kepler-666 b,4,1,330
Transit,8,Kepler-667 b,41,907
Transit,8,Kepler-668 b,8,877
Transit,8,Kepler-669 b,4,1,778
Transit,8,Kepler-670 b,3,980
Transit,8,Kepler-671 b,4,1,139
Transit,8,Kepler-672 b,38,1,011
Transit,8,Kepler-673 b,4,978
Transit,8,Kepler-674 b,2,302
Transit,8,Kepler-675 b,2,651
Transit,8,Kepler-676 b,12,243
Transit,8,Kepler-677 b,7,1,180
Transit,8,Kepler-678 b,7,875
Transit,8,Kepler-679 b,12,968
Transit,8,Kepler-680 b,4,1,342
Transit,8,Kepler-681 b,26,666
Transit,8,Kepler-682 b,13,951
Transit,8,Kepler-683 b,3,976
Transit,8,Kepler-684 b,7,1,066
Transit,8,Kepler-685 b,2,1,145
Transit,8,Kepler-686 b,2,1,203
Transit,8,Kepler-687 b,21,628
Transit,8,Kepler-688 b,4,1,247
Transit,8,Kepler-689 b,22,1,044
Transit,8,Kepler-690 b,8,1,653
Transit,8,Kepler-691 b,8,239
Transit,8,Kepler-692 b,22,1,000
Transit,8,Kepler-693 b,15,1,002
Transit,8,Kepler-694 b,6,1,023
Transit,8,Kepler-695 b,3,620
Transit,8,Kepler-696 b,4,1,285
Transit,8,Kepler-697 b,4,1,091
Transit,8,Kepler-698 b,16,1,135
Transit,8,Kepler-699 b,28,888
Transit,8,Kepler-700 b,81,1,061
Transit,8,Kepler-701 b,10,755
Transit,8,Kepler-702 b,11,892
Transit,8,Kepler-703 b,5,1,482
Transit,8,Kepler-704 b,4,1,054
Transit,8,Kepler-705 b,56,251
Transit,8,Kepler-706 b,41,810
Transit,8,Kepler-707 b,2,626
Transit,8,Kepler-708 b,3,1,241
Transit,8,Kepler-709 b,16,668
Transit,8,Kepler-710 b,4,919
Transit,8,Kepler-711 b,24,664
Transit,8,Kepler-712 b,21,944
Transit,8,Kepler-712 c,227,944
Transit,8,Kepler-713 b,7,1,003
Transit,8,Kepler-714 b,8,1,460
Transit,8,Kepler-715 b,10,1,214
Transit,8,Kepler-716 b,10,675
Transit,8,Kepler-717 b,4,1,126
Transit,8,Kepler-718 b,2,1,520
Transit,8,Kepler-719 b,5,1,427
Transit,8,Kepler-720 b,5,880
Transit,8,Kepler-721 b,5,848
Transit,8,Kepler-722 b,4,1,375
Transit,8,Kepler-722 c,105,1,375
Transit,8,Kepler-723 b,4,965
Transit,8,Kepler-724 b,3,862
Transit,8,Kepler-725 b,40,778
Transit,8,Kepler-726 b,22,838
Transit,8,Kepler-727 b,5,892
Transit,8,Kepler-728 b,6,1,236
Transit,8,Kepler-729 b,3,1,271
Transit,8,Kepler-730 b,6,1,455
Transit,8,Kepler-731 b,4,1,311
Transit,8,Kepler-732 b,9,150
Transit,8,Kepler-732 c,1,150
Transit,8,Kepler-733 b,21,980
Transit,8,Kepler-734 b,6,553
Transit,8,Kepler-735 b,12,790
Transit,8,Kepler-736 b,4,1,007
Transit,8,Kepler-737 b,29,195
Transit,8,Kepler-738 b,25,992
Transit,8,Kepler-739 b,13,1,128
Transit,8,Kepler-740 b,4,1,262
Transit,8,Kepler-741 b,7,1,530
Transit,8,Kepler-742 b,8,499
Transit,8,Kepler-743 b,3,258
Transit,8,Kepler-744 b,12,486
Transit,8,Kepler-745 b,10,1,199
Transit,8,Kepler-746 b,3,450
Transit,8,Kepler-747 b,36,855
Transit,8,Kepler-748 b,7,1,271
Transit,8,Kepler-749 b,17,753
Transit,8,Kepler-750 b,9,1,181
Transit,8,Kepler-750 c,4,1,181
Transit,8,Kepler-751 b,17,748
Transit,8,Kepler-752 b,19,1,075
Transit,8,Kepler-753 b,6,278
Transit,8,Kepler-754 b,15,1,192
Transit,8,Kepler-755 b,1,368
Transit,8,Kepler-755 c,3,368
Transit,8,Kepler-756 b,1,852
Transit,8,Kepler-757 b,1,1,016
Transit,8,Kepler-758 b,12,1,353
Transit,8,Kepler-758 c,5,1,353
Transit,8,Kepler-758 d,20,1,353
Transit,8,Kepler-758 e,8,1,353
Transit,8,Kepler-759 b,42,892
Transit,8,Kepler-760 b,9,782
Transit,8,Kepler-760 c,2,782
Transit,8,Kepler-761 b,10,867
Transit,8,Kepler-762 b,4,1,465
Transit,8,Kepler-763 b,1,902
Transit,8,Kepler-764 b,7,1,013
Transit,8,Kepler-765 b,28,1,000
Transit,8,Kepler-766 b,6,1,614
Transit,8,Kepler-767 b,162,1,185
Transit,8,Kepler-768 b,11,795
Transit,8,Kepler-769 b,7,1,362
Transit,8,Kepler-769 c,16,1,362
Transit,8,Kepler-770 b,19,761
Transit,8,Kepler-770 c,1,761
Transit,8,Kepler-770 d,4,761
Transit,8,Kepler-771 b,9,1,000
Transit,8,Kepler-772 b,13,689
Transit,8,Kepler-773 b,4,528
Transit,8,Kepler-774 b,11,1,190
Transit,8,Kepler-775 b,1,400
Transit,8,Kepler-776 b,5,727
Transit,8,Kepler-777 b,6,383
Transit,8,Kepler-778 b,4,899
Transit,8,Kepler-779 b,7,224
Transit,8,Kepler-780 b,1,520
Transit,8,Kepler-781 b,13,1,036
Transit,8,Kepler-782 b,159,412
Transit,8,Kepler-783 b,4,544
Transit,8,Kepler-784 b,32,604
Transit,8,Kepler-785 b,2,666
Transit,8,Kepler-786 b,54,512
Transit,8,Kepler-787 b,1,468
Transit,8,Kepler-788 b,8,1,649
Transit,8,Kepler-789 b,9,915
Transit,8,Kepler-790 b,14,727
Transit,8,Kepler-791 b,15,1,447
Transit,8,Kepler-792 b,11,1,205
Transit,8,Kepler-793 b,4,794
Transit,8,Kepler-794 b,11,763
Transit,8,Kepler-795 b,30,458
Transit,8,Kepler-796 b,6,377
Transit,8,Kepler-797 b,27,752
Transit,8,Kepler-798 b,14,1,085
Transit,8,Kepler-799 b,133,1,029
Transit,8,Kepler-800 b,14,1,049
Transit,8,Kepler-801 b,11,419
Transit,8,Kepler-802 b,40,828
Transit,8,Kepler-803 b,50,615
Transit,8,Kepler-804 b,14,648
Transit,8,Kepler-804 c,10,648
Transit,8,Kepler-805 b,31,657
Transit,8,Kepler-806 b,8,260
Transit,8,Kepler-807 b,118,1,312
Transit,8,Kepler-808 b,1,321
Transit,8,Kepler-809 b,56,933
Transit,8,Kepler-810 b,5,1,554
Transit,8,Kepler-811 b,24,847
Transit,8,Kepler-812 b,10,1,482
Transit,8,Kepler-813 b,19,840
Transit,8,Kepler-814 b,6,1,327
Transit,8,Kepler-815 b,9,1,199
Transit,8,Kepler-816 b,11,1,059
Transit,8,Kepler-817 b,4,1,401
Transit,8,Kepler-818 b,10,967
Transit,8,Kepler-819 b,33,722
Transit,8,Kepler-820 b,128,989
Transit,8,Kepler-821 b,2,619
Transit,8,Kepler-822 b,3,956
Transit,8,Kepler-823 b,4,896
Transit,8,Kepler-824 b,5,1,352
Transit,8,Kepler-825 b,4,820
Transit,8,Kepler-825 c,8,820
Transit,8,Kepler-826 b,4,649
Transit,8,Kepler-827 b,52,1,352
Transit,8,Kepler-828 b,1,625
Transit,8,Kepler-829 b,7,954
Transit,8,Kepler-830 b,11,1,122
Transit,8,Kepler-831 b,6,577
Transit,8,Kepler-832 b,7,1,346
Transit,8,Kepler-833 b,19,421
Transit,8,Kepler-834 b,13,620
Transit,8,Kepler-835 b,11,2,011
Transit,8,Kepler-836 b,11,1,003
Transit,8,Kepler-837 b,17,846
Transit,8,Kepler-838 b,16,1,210
Transit,8,Kepler-839 b,38,833
Transit,8,Kepler-840 b,2,778
Transit,8,Kepler-841 b,124,1,052
Transit,8,Kepler-842 b,1,552
Transit,8,Kepler-843 b,2,1,247
Transit,8,Kepler-844 b,3,394
Transit,8,Kepler-845 b,1,471
Transit,8,Kepler-846 b,20,1,233
Transit,8,Kepler-847 b,2,529
Transit,8,Kepler-848 b,7,797
Transit,8,Kepler-849 b,395,747
Transit,8,Kepler-850 b,7,1,535
Transit,8,Kepler-851 b,9,869
Transit,8,Kepler-852 b,45,854
Transit,8,Kepler-853 b,7,610
Transit,8,Kepler-854 b,2,741
Transit,8,Kepler-855 b,8,1,043
Transit,8,Kepler-856 b,8,1,175
Transit,8,Kepler-857 b,85,1,039
Transit,8,Kepler-858 b,76,296
Transit,8,Kepler-859 b,20,915
Transit,8,Kepler-860 b,5,1,295
Transit,8,Kepler-861 b,4,806
Transit,8,Kepler-862 b,3,806
Transit,8,Kepler-863 b,16,1,145
Transit,8,Kepler-864 b,6,1,573
Transit,8,Kepler-865 b,14,664
Transit,8,Kepler-866 b,3,690
Transit,8,Kepler-867 b,150,824
Transit,8,Kepler-868 b,5,1,269
Transit,8,Kepler-869 b,40,957
Transit,8,Kepler-870 b,21,1,231
Transit,8,Kepler-871 b,22,1,695
Transit,8,Kepler-872 b,3,1,114
Transit,8,Kepler-873 b,21,1,397
Transit,8,Kepler-874 b,40,1,072
Transit,8,Kepler-875 b,28,1,244
Transit,8,Kepler-876 b,5,735
Transit,8,Kepler-877 b,18,572
Transit,8,Kepler-878 b,26,567
Transit,8,Kepler-879 b,33,772
Transit,8,Kepler-880 b,8,673
Transit,8,Kepler-881 b,4,1,364
Transit,8,Kepler-882 b,4,525
Transit,8,Kepler-883 b,13,549
Transit,8,Kepler-884 b,6,420
Transit,8,Kepler-885 b,18,632
Transit,8,Kepler-886 b,6,857
Transit,8,Kepler-887 b,20,831
Transit,8,Kepler-887 c,8,831
Transit,8,Kepler-888 b,71,413
Transit,8,Kepler-889 b,4,513
Transit,8,Kepler-890 b,53,1,387
Transit,8,Kepler-891 b,53,1,372
Transit,8,Kepler-892 b,14,640
Transit,8,Kepler-893 b,6,1,216
Transit,8,Kepler-894 b,10,1,090
Transit,8,Kepler-895 b,3,516
Transit,8,Kepler-896 b,145,896
Transit,8,Kepler-897 b,8,1,147
Transit,8,Kepler-898 b,6,479
Transit,8,Kepler-899 b,19,1,038
Transit,8,Kepler-900 b,7,505
Transit,8,Kepler-901 b,4,241
Transit,8,Kepler-902 b,40,904
Transit,8,Kepler-903 b,10,829
Transit,8,Kepler-903 c,63,829
Transit,8,Kepler-904 b,3,1,151
Transit,8,Kepler-905 b,5,521
Transit,8,Kepler-906 b,42,758
Transit,8,Kepler-907 b,16,352
Transit,8,Kepler-908 b,1,250
Transit,8,Kepler-909 b,14,318
Transit,8,Kepler-910 b,2,402
Transit,8,Kepler-911 b,20,567
Transit,8,Kepler-912 b,3,1,265
Transit,8,Kepler-913 b,10,597
Transit,8,Kepler-914 b,4,678
Transit,8,Kepler-915 b,5,806
Transit,8,Kepler-916 b,32,769
Transit,8,Kepler-917 b,3,1,027
Transit,8,Kepler-918 b,5,1,245
Transit,8,Kepler-919 b,11,1,219
Transit,8,Kepler-920 b,7,926
Transit,8,Kepler-920 c,101,926
Transit,8,Kepler-921 b,51,847
Transit,8,Kepler-922 b,1,558
Transit,8,Kepler-923 b,7,966
Transit,8,Kepler-924 b,61,995
Transit,8,Kepler-925 b,34,623
Transit,8,Kepler-926 b,52,771
Transit,8,Kepler-927 b,9,879
Transit,8,Kepler-928 b,4,532
Transit,8,Kepler-929 b,1,820
Transit,8,Kepler-930 b,71,905
Transit,8,Kepler-931 b,8,490
Transit,8,Kepler-932 b,2,478
Transit,8,Kepler-933 b,14,922
Transit,8,Kepler-934 b,56,603
Transit,8,Kepler-935 b,5,482
Transit,8,Kepler-936 b,11,687
Transit,8,Kepler-937 b,68,1,482
Transit,8,Kepler-937 c,153,1,482
Transit,8,Kepler-938 b,53,861
Transit,8,Kepler-939 b,15,1,029
Transit,8,Kepler-940 b,60,1,317
Transit,8,Kepler-941 b,17,1,105
Transit,8,Kepler-942 b,45,218
Transit,8,Kepler-943 b,50,1,239
Transit,8,Kepler-944 b,43,1,035
Transit,8,Kepler-945 b,31,1,543
Transit,8,Kepler-946 b,12,918
Transit,8,Kepler-947 b,27,1,188
Transit,8,Kepler-948 b,8,884
Transit,8,Kepler-949 b,9,572
Transit,8,Kepler-950 b,99,1,489
Transit,8,Kepler-951 b,72,408
Transit,8,Kepler-952 b,130,1,167
Transit,8,Kepler-953 b,88,240
Transit,8,Kepler-953 c,9,240
Transit,8,Kepler-954 b,17,224
Transit,8,Kepler-955 b,15,637
Transit,8,Kepler-956 b,5,631
Transit,8,Kepler-957 b,6,749
Transit,8,Kepler-958 b,10,467
Transit,8,Kepler-959 b,15,1,003
Transit,8,Kepler-960 b,3,298
Transit,8,Kepler-961 b,17,607
Transit,8,Kepler-962 b,12,439
Transit,8,Kepler-963 b,10,786
Transit,8,Kepler-964 b,14,478
Transit,8,Kepler-965 b,134,618
Transit,8,Kepler-966 b,100,773
Transit,8,Kepler-967 b,13,499
Transit,8,Kepler-967 c,199,499
Transit,8,Kepler-968 b,4,312
Transit,8,Kepler-968 c,6,312
Transit,8,Kepler-969 b,34,411
Transit,8,Kepler-969 c,2,411
Transit,8,Kepler-970 b,17,350
Transit,8,Kepler-971 b,10,345
Transit,8,Kepler-972 b,7,1,304
Transit,8,Kepler-973 b,50,297
Transit,8,Kepler-974 b,4,121
Transit,8,Kepler-975 b,2,404
Transit,8,Kepler-976 b,106,1,020
Transit,8,Kepler-977 b,27,664
Transit,8,Kepler-978 b,50,624
Transit,8,Kepler-979 b,8,606
Transit,8,Kepler-980 b,12,804
Transit,8,Kepler-981 b,4,913
Transit,8,Kepler-982 b,16,702
Transit,8,Kepler-983 b,60,655
Transit,8,Kepler-984 b,43,461
Transit,8,Kepler-985 b,116,741
Transit,8,Kepler-986 b,56,563
Transit,8,Kepler-987 b,105,936
Transit,8,Kepler-988 b,18,248
Transit,8,Kepler-989 b,8,484
Transit,8,Kepler-990 b,10,933
Transit,8,Kepler-990 c,1,933
Transit,8,Kepler-991 b,83,370
Transit,8,Kepler-992 b,20,268
Transit,8,Kepler-993 b,22,298
Transit,8,Kepler-994 b,1,170
Transit,8,Kepler-995 b,28,659
Transit,8,Kepler-996 b,4,1,098
Transit,8,Kepler-997 b,3,470
Transit,8,Kepler-998 b,6,996
Transit,8,Kepler-999 b,6,568
Transit,8,Kepler-1000 b,120,925
Transit,8,Kepler-1001 b,14,1,009
Transit,8,Kepler-1002 b,4,425
Transit,8,Kepler-1003 b,4,873
Transit,8,Kepler-1004 b,5,1,080
Transit,8,Kepler-1005 b,6,515
Transit,8,Kepler-1006 b,20,496
Transit,8,Kepler-1007 b,5,365
Transit,8,Kepler-1008 b,12,299
Transit,8,Kepler-1009 b,11,281
Transit,8,Kepler-1010 b,34,610
Transit,8,Kepler-1011 b,6,860
Transit,8,Kepler-1012 b,6,420
Transit,8,Kepler-1013 b,19,433
Transit,8,Kepler-1014 b,17,672
Transit,8,Kepler-1015 b,16,932
Transit,8,Kepler-1016 b,2,1,239
Transit,8,Kepler-1016 c,106,1,239
Transit,8,Kepler-1017 b,7,554
Transit,8,Kepler-1018 b,49,894
Transit,8,Kepler-1019 b,1,198
Transit,8,Kepler-1020 b,97,446
Transit,8,Kepler-1021 b,13,837
Transit,8,Kepler-1022 b,11,455
Transit,8,Kepler-1023 b,62,686
Transit,8,Kepler-1024 b,66,1,017
Transit,8,Kepler-1025 b,37,716
Transit,8,Kepler-1026 b,37,389
Transit,8,Kepler-1027 b,2,291
Transit,8,Kepler-1028 b,3,633
Transit,8,Kepler-1029 b,4,422
Transit,8,Kepler-1030 b,19,795
Transit,8,Kepler-1031 b,1,741
Transit,8,Kepler-1032 b,3,607
Transit,8,Kepler-1033 b,8,1,425
Transit,8,Kepler-1034 b,12,706
Transit,8,Kepler-1035 b,3,408
Transit,8,Kepler-1036 b,123,507
Transit,8,Kepler-1037 b,1,451
Transit,8,Kepler-1038 b,148,622
Transit,8,Kepler-1039 b,1,324
Transit,8,Kepler-1040 b,201,473
Transit,8,Kepler-1041 b,25,979
Transit,8,Kepler-1042 b,10,659
Transit,8,Kepler-1043 b,39,838
Transit,8,Kepler-1044 b,7,1,507
Transit,8,Kepler-1045 b,26,971
Transit,8,Kepler-1046 b,14,518
Transit,8,Kepler-1047 b,56,566
Transit,8,Kepler-1047 c,3,566
Transit,8,Kepler-1048 b,7,415
Transit,8,Kepler-1049 b,3,129
Transit,8,Kepler-1050 b,15,555
Transit,8,Kepler-1050 c,21,555
Transit,8,Kepler-1051 b,26,1,021
Transit,8,Kepler-1052 b,35,1,051
Transit,8,Kepler-1053 b,2,171
Transit,8,Kepler-1054 b,4,1,050
Transit,8,Kepler-1055 b,2,422
Transit,8,Kepler-1056 b,27,971
Transit,8,Kepler-1057 b,14,1,462
Transit,8,Kepler-1058 b,111,525
Transit,8,Kepler-1059 b,4,673
Transit,8,Kepler-1060 b,47,861
Transit,8,Kepler-1061 b,3,585
Transit,8,Kepler-1062 b,9,388
Transit,8,Kepler-1063 b,14,365
Transit,8,Kepler-1064 b,17,374
Transit,8,Kepler-1065 b,4,1,078
Transit,8,Kepler-1065 c,2,1,078
Transit,8,Kepler-1066 b,2,399
Transit,8,Kepler-1067 b,1,689
Transit,8,Kepler-1068 b,17,1,532
Transit,8,Kepler-1069 b,24,435
Transit,8,Kepler-1070 b,6,1,040
Transit,8,Kepler-1071 b,6,964
Transit,8,Kepler-1072 b,2,976
Transit,8,Kepler-1073 b,9,837
Transit,8,Kepler-1073 c,4,837
Transit,8,Kepler-1074 b,6,245
Transit,8,Kepler-1075 b,2,265
Transit,8,Kepler-1076 b,6,199
Transit,8,Kepler-1077 b,34,1,098
Transit,8,Kepler-1078 b,3,1,215
Transit,8,Kepler-1079 b,13,481
Transit,8,Kepler-1080 b,77,688
Transit,8,Kepler-1081 b,4,425
Transit,8,Kepler-1082 b,2,628
Transit,8,Kepler-1083 b,33,912
Transit,8,Kepler-1084 b,2,427
Transit,8,Kepler-1085 b,219,1,518
Transit,8,Kepler-1086 b,19,464
Transit,8,Kepler-1086 c,162,464
Transit,8,Kepler-1087 b,1,354
Transit,8,Kepler-1088 b,23,300
Transit,8,Kepler-1089 b,5,227
Transit,8,Kepler-1090 b,199,702
Transit,8,Kepler-1091 b,1,915
Transit,8,Kepler-1092 b,59,914
Transit,8,Kepler-1093 b,25,848
Transit,8,Kepler-1093 c,90,848
Transit,8,Kepler-1094 b,78,1,371
Transit,8,Kepler-1095 b,4,758
Transit,8,Kepler-1096 b,3,344
Transit,8,Kepler-1097 b,188,738
Transit,8,Kepler-1098 b,3,876
Transit,8,Kepler-1099 b,2,1,209
Transit,8,Kepler-1100 b,6,940
Transit,8,Kepler-1101 b,81,897
Transit,8,Kepler-1102 b,51,986
Transit,8,Kepler-1103 b,20,921
Transit,8,Kepler-1104 b,5,516
Transit,8,Kepler-1105 b,4,369
Transit,8,Kepler-1106 b,1,1,168
Transit,8,Kepler-1107 b,1,457
Transit,8,Kepler-1108 b,5,764
Transit,8,Kepler-1109 b,38,797
Transit,8,Kepler-1110 b,10,726
Transit,8,Kepler-1111 b,9,1,142
Transit,8,Kepler-1112 b,14,1,734
Transit,8,Kepler-1113 b,42,1,127
Transit,8,Kepler-1114 b,15,427
Transit,8,Kepler-1115 b,24,935
Transit,8,Kepler-1116 b,42,1,017
Transit,8,Kepler-1117 b,5,619
Transit,8,Kepler-1118 b,39,818
Transit,8,Kepler-1119 b,8,1,288
Transit,8,Kepler-1120 b,3,635
Transit,8,Kepler-1121 b,13,529
Transit,8,Kepler-1122 b,42,924
Transit,8,Kepler-1123 b,4,796
Transit,8,Kepler-1124 b,3,177
Transit,8,Kepler-1125 b,18,910
Transit,8,Kepler-1126 b,109,668
Transit,8,Kepler-1127 b,5,996
Transit,8,Kepler-1128 b,62,1,163
Transit,8,Kepler-1129 b,24,1,258
Transit,8,Kepler-1129 c,77,1,258
Transit,8,Kepler-1130 b,5,234
Transit,8,Kepler-1131 b,4,1,109
Transit,8,Kepler-1132 b,63,940
Transit,8,Kepler-1133 b,12,821
Transit,8,Kepler-1134 b,17,997
Transit,8,Kepler-1135 b,77,728
Transit,8,Kepler-1136 b,2,545
Transit,8,Kepler-1137 b,24,971
Transit,8,Kepler-1138 b,3,1,101
Transit,8,Kepler-1139 b,1,555
Transit,8,Kepler-1140 b,24,657
Transit,8,Kepler-1141 b,2,365
Transit,8,Kepler-1142 b,18,697
Transit,8,Kepler-1143 b,3,632
Transit,8,Kepler-1143 c,211,632
Transit,8,Kepler-1144 b,17,1,012
Transit,8,Kepler-1145 b,4,714
Transit,8,Kepler-1146 b,2,694
Transit,8,Kepler-1147 b,11,1,476
Transit,8,Kepler-1148 b,1,682
Transit,8,Kepler-1149 b,4,1,023
Transit,8,Kepler-1150 b,3,373
Transit,8,Kepler-1151 b,66,763
Transit,8,Kepler-1152 b,2,184
Transit,8,Kepler-1153 b,2,1,185
Transit,8,Kepler-1154 b,5,1,531
Transit,8,Kepler-1154 c,8,1,531
Transit,8,Kepler-1155 b,33,987
Transit,8,Kepler-1156 b,12,759
Transit,8,Kepler-1157 b,4,346
Transit,8,Kepler-1158 b,14,1,258
Transit,8,Kepler-1159 b,23,1,238
Transit,8,Kepler-1160 b,8,1,293
Transit,8,Kepler-1161 b,11,428
Transit,8,Kepler-1162 b,33,989
Transit,8,Kepler-1163 b,6,487
Transit,8,Kepler-1164 b,4,447
Transit,8,Kepler-1165 b,9,1,081
Transit,8,Kepler-1166 b,33,648
Transit,8,Kepler-1167 b,1,811
Transit,8,Kepler-1168 b,56,911
Transit,8,Kepler-1169 b,6,538
Transit,8,Kepler-1170 b,10,911
Transit,8,Kepler-1171 b,1,615
Transit,8,Kepler-1172 b,26,1,292
Transit,8,Kepler-1173 b,1,402
Transit,8,Kepler-1174 b,7,829
Transit,8,Kepler-1175 b,38,1,244
Transit,8,Kepler-1176 b,24,1,023
Transit,8,Kepler-1177 b,106,829
Transit,8,Kepler-1178 b,32,336
Transit,8,Kepler-1179 b,3,454
Transit,8,Kepler-1180 b,17,1,284
Transit,8,Kepler-1181 b,5,867
Transit,8,Kepler-1182 b,11,1,258
Transit,8,Kepler-1183 b,29,1,378
Transit,8,Kepler-1184 b,54,1,193
Transit,8,Kepler-1185 b,104,296
Transit,8,Kepler-1186 b,16,1,112
Transit,8,Kepler-1187 b,19,1,029
Transit,8,Kepler-1188 b,17,1,202
Transit,8,Kepler-1189 b,4,883
Transit,8,Kepler-1190 b,10,384
Transit,8,Kepler-1191 b,6,876
Transit,8,Kepler-1192 b,25,1,108
Transit,8,Kepler-1193 b,3,695
Transit,8,Kepler-1194 b,16,616
Transit,8,Kepler-1195 b,8,812
Transit,8,Kepler-1196 b,66,946
Transit,8,Kepler-1197 b,2,505
Transit,8,Kepler-1198 b,8,777
Transit,8,Kepler-1199 b,15,540
Transit,8,Kepler-1200 b,1,579
Transit,8,Kepler-1201 b,15,1,202
Transit,8,Kepler-1202 b,29,1,393
Transit,8,Kepler-1203 b,1,269
Transit,8,Kepler-1204 b,86,1,282
Transit,8,Kepler-1205 b,1,766
Transit,8,Kepler-1206 b,1,807
Transit,8,Kepler-1207 b,14,946
Transit,8,Kepler-1208 b,11,877
Transit,8,Kepler-1209 b,25,558
Transit,8,Kepler-1210 b,8,1,155
Transit,8,Kepler-1211 b,11,1,486
Transit,8,Kepler-1212 b,13,1,304
Transit,8,Kepler-1213 b,5,685
Transit,8,Kepler-1214 b,19,757
Transit,8,Kepler-1215 b,5,701
Transit,8,Kepler-1216 b,4,1,124
Transit,8,Kepler-1217 b,2,1,363
Transit,8,Kepler-1218 b,23,667
Transit,8,Kepler-1219 b,16,622
Transit,8,Kepler-1220 b,7,958
Transit,8,Kepler-1221 b,12,909
Transit,8,Kepler-1222 b,2,455
Transit,8,Kepler-1223 b,16,455
Transit,8,Kepler-1224 b,13,578
Transit,8,Kepler-1225 b,7,1,241
Transit,8,Kepler-1226 b,17,779
Transit,8,Kepler-1227 b,94,667
Transit,8,Kepler-1228 b,1,547
Transit,8,Kepler-1229 b,87,236
Transit,8,Kepler-1230 b,10,1,433
Transit,8,Kepler-1231 b,10,948
Transit,8,Kepler-1232 b,27,740
Transit,8,Kepler-1233 b,45,1,281
Transit,8,Kepler-1234 b,12,866
Transit,8,Kepler-1235 b,4,533
Transit,8,Kepler-1236 b,31,1,078
Transit,8,Kepler-1237 b,85,1,121
Transit,8,Kepler-1238 b,4,1,533
Transit,8,Kepler-1239 b,5,2,511
Transit,8,Kepler-1240 b,5,614
Transit,8,Kepler-1241 b,19,936
Transit,8,Kepler-1242 b,14,682
Transit,8,Kepler-1243 b,17,877
Transit,8,Kepler-1244 b,4,764
Transit,8,Kepler-1245 b,4,861
Transit,8,Kepler-1245 c,3,861
Transit,8,Kepler-1246 b,11,435
Transit,8,Kepler-1247 b,14,1,094
Transit,8,Kepler-1248 b,7,540
Transit,8,Kepler-1249 b,24,1,674
Transit,8,Kepler-1250 b,3,1,371
Transit,8,Kepler-1251 b,45,863
Transit,8,Kepler-1252 b,15,828
Transit,8,Kepler-1253 b,69,390
Transit,8,Kepler-1254 b,10,676
Transit,8,Kepler-1254 c,4,676
Transit,8,Kepler-1254 d,6,676
Transit,8,Kepler-1255 b,36,1,344
Transit,8,Kepler-1256 b,12,862
Transit,8,Kepler-1257 b,3,1,081
Transit,8,Kepler-1258 b,1,651
Transit,8,Kepler-1259 b,1,704
Transit,8,Kepler-1260 b,19,1,041
